视频编号,视频文件,Session,题目,A,B,C,D,正确答案,视频时长秒
vid_1626,1626.mp4,9,视频里的男孩主要在做什么？,躺着睡觉,跑步赶路,坐着说话,打扫卫生,C,12.83
vid_1627,1627.mp4,15,视频里的两个人主要在做什么？,做饭,打球,画画,跳舞,D,12.84
vid_1628,1628.mp4,4,视频中的人物主要在做什么？,教室讲课,户外自拍,厨房烹饪,操场跑步,B,12.841
vid_1629,1629.mp4,8,视频的主要场景是哪里？,游泳馆泳池边,公园草坪上,商场服装店,厨房操作间,A,12.841
vid_1630,1630.mp4,17,视频主要呈现的是什么场景？,车辆在道路行驶,厨房做饭,教室上课,海边游玩,A,12.841
vid_1631,1631.mp4,2,视频中的人物主要在做什么？,站着炒菜做饭,坐着看书写字,躺着面向镜头,户外跑步锻炼,C,12.841
vid_1632,1632.mp4,3,视频中心的人物主要是什么姿态？,端坐,奔跑,站立,平躺,C,12.841
vid_1633,1633.mp4,6,视频开头坐着的学生大多在做什么？,吃饭,睡觉,打篮球,握笔书写,D,12.863
vid_1634,1634.mp4,13,视频主要展示什么活动？,田径跑步比赛,手工陶艺制作,手机游戏对战,钢琴演奏表演,C,12.863
vid_1635,1635.mp4,7,视频里的餐厅服务人员主要在做什么？,前台收银结账,给顾客倒饮品,擦拭店内桌椅,端餐盘上楼梯,D,12.863
vid_1636,1636.mp4,10,视频中的男孩主要在做什么？,洗衣服,呼出烟雾,打篮球,弹钢琴,B,12.863
vid_1637,1637.mp4,12,视频主要展示的是什么场景？,海边度假沙滩,医院门诊大厅,古装剧拍摄现场,中小学课堂,C,12.863
vid_1638,1638.mp4,1,视频主要展示了什么内容？,乡野花木庭院景色,极地冰雪冰川景观,热闹的运动会现场,繁忙的办公写字楼,A,12.864
vid_1639,1639.mp4,5,视频中出现的女性做出的明显动作是？,跑步锻炼,提笔写字,炒菜做饭,手托脸颊,D,12.864
vid_1640,1640.mp4,16,视频里人们在进行什么活动？,打扑克,下象棋,打篮球,打麻将,D,12.864
vid_1641,1641.mp4,17,视频展示的主要场景是哪里？,公园草坪上,商场店铺内,客车车厢内,家庭客厅里,C,12.864
vid_1642,1642.mp4,8,视频主要在展示什么内容？,足球比赛片段,食材烹饪过程,卡通动画内容,国风服饰穿搭,D,12.867
vid_1643,1643.mp4,11,视频中的男子主要在做什么？,跑步,徒步行走,驾驶汽车,骑自行车,D,12.885
vid_1644,1644.mp4,15,视频后半段出现的卡通动物是？,狐狸,棕熊,黑猫,白兔,C,12.886
vid_1645,1645.mp4,14,视频中的人物主要在做什么？,打篮球,打羽毛球,踢足球,打乒乓球,A,12.886
vid_1646,1646.mp4,2,视频主要展示的人物是？,老年女性,年轻女性,年幼男童,老年男性,B,12.886
vid_1647,1647.mp4,9,视频中的男子主要在做什么？,屋檐躲雨,路边摆摊,撑伞步行,骑电动车,C,12.886
vid_1648,1648.mp4,3,视频中的小宝宝正在做什么？,唱歌,拍手,睡觉,玩玩具,C,12.886
vid_1649,1649.mp4,4,视频主要展示的动物是？,狗,鸡,鹅,鸭,B,12.886
vid_1650,1650.mp4,12,视频中的人物主要在做什么？,在户外跑步,伏案写字,对着镜头自拍,在厨房做饭,C,12.888
vid_1651,1651.mp4,7,视频中的人物主要在做什么？,写字,跑步,做饭,做手部手势,D,12.888
vid_1652,1652.mp4,1,视频中的女生准备切什么？,榴莲,面包,哈密瓜,西瓜,D,12.888
vid_1653,1653.mp4,16,视频主要展示什么？,食品,人民币,衣服,玩具,B,12.888
vid_1654,1654.mp4,13,视频主要展示的物品是什么？,消除笔,保温杯,羽毛球拍,炒菜锅,A,12.888
vid_1655,1655.mp4,5,视频中的工人主要在做什么？,画画,做饭,种地,焊接,D,12.888
vid_1656,1656.mp4,6,视频主要展示了什么？,宠物小猫,户外风景,美味食物,一位年轻男性,D,12.909
vid_1657,1657.mp4,10,视频主要展示什么？,年幼的小宝宝,宠物小狗,行驶的汽车,盛开的鲜花,A,12.909
vid_1658,1658.mp4,2,视频中的男孩们主要在做什么？,围坐吃饭,做广播体操,挨个起身走动,伏案写作业,C,12.909
vid_1659,1659.mp4,15,视频中的人物主要在做什么？,吃零食,跳舞蹈,写作业,叠衣服,A,12.911
vid_1660,1660.mp4,3,视频里车辆主要行驶在哪种路面上？,积水路面,泥泞土路,积雪路面,干燥柏油路,C,12.911
vid_1661,1661.mp4,4,视频拍摄时所处的环境是？,夜晚的室内,白天的室内,白天的室外,夜晚的室外,D,12.911
vid_1662,1662.mp4,17,视频中人物主要在做什么？,烹饪做饭,打扫卫生,试穿衣服,跳舞表演,C,12.931
vid_1663,1663.mp4,9,视频主要展示了什么内容？,山水风景,家养宠物,餐饮美食,女性人像,D,12.933
vid_1664,1664.mp4,11,视频里的小孩主要处于什么姿势？,跑着,躺着,坐着,站着,B,12.933
vid_1665,1665.mp4,8,视频里的年轻女性主要在做什么？,弯腰在田地里插秧,坐着安静阅读书籍,操作机床加工零件,对着镜头走动做手势,D,12.933
vid_1666,1666.mp4,14,视频中路边的两人主要在做什么？,停留等候,打羽毛球,登台唱歌,烧菜做饭,A,12.933
vid_1667,1667.mp4,6,视频中的人物主要在做什么？,跳舞健身,炒菜做饭,打扫卫生,对镜自拍,D,12.934
vid_1668,1668.mp4,12,视频拍摄的主要场景是哪里？,飞机客舱里,公交车厢里,饭店包间里,高铁车厢里,A,12.934
vid_1669,1669.mp4,1,视频后半段主要展示的车辆是？,公交车,大货车,电动车,小轿车,B,12.934
vid_1670,1670.mp4,10,视频前段出现的迷彩着装军人主要在做什么？,做饭,敬礼,扫地,唱歌,B,12.934
vid_1671,1671.mp4,16,视频主要展示的物体是什么？,汽车,电动车,摩托车,自行车,A,12.934
vid_1672,1672.mp4,8,视频中的人物主要在做什么？,在室内吃饭,在路上行走,舞台上跳舞,打篮球比赛,B,12.934
vid_1673,1673.mp4,7,视频中的男子主要在做什么？,炒菜,跑步,写字,抽烟,D,12.934
vid_1674,1674.mp4,5,视频里众人主要在做什么？,路边摆摊卖货,田地里干农活,接应他人通过塌陷路段,集体跳广场舞,C,12.934
vid_1675,1675.mp4,13,视频中的男子主要在做什么？,清扫水泥地面,修理电动三轮车,和小狗互动,投喂身边的鸡,C,12.934
vid_1676,1676.mp4,15,视频里的人物主要在做什么？,烹饪做饭,打篮球,写作业,互动做动作,D,12.954
vid_1677,1677.mp4,2,视频主要展示的动物是什么？,狗,猫,兔子,松鼠,B,12.954
vid_1678,1678.mp4,4,视频主要展示什么内容？,野生动物实拍,户外风景展示,真人生活记录,动漫人物插画,D,12.956
vid_1679,1679.mp4,3,视频主要展示的物体是什么？,飞机,轮船,汽车,自行车,C,12.956
vid_1680,1680.mp4,9,视频中的多数人正在做什么？,跑步锻炼,跳舞表演,聚餐吃饭,排队等候,D,12.956
vid_1681,1681.mp4,11,视频中出现的主要水果是什么？,苹果,香蕉,西瓜,葡萄,D,12.956
vid_1682,1682.mp4,17,视频中的女性主要在做什么？,自拍,跳舞,看书,做饭,A,12.956
vid_1683,1683.mp4,10,视频主要展示的是什么场景？,体育赛场,校园课堂,商场卖场,正式会议现场,D,12.957
vid_1684,1684.mp4,14,视频主要展示什么？,盆栽植物,老年女性,年轻男性,宠物狗,C,12.957
vid_1685,1685.mp4,16,视频中的小男孩主要在做什么？,掀开垃圾桶盖,骑自行车,拍皮球,写作业,A,12.957
vid_1686,1686.mp4,1,视频中反复出现的卡通动物是？,小猫,大象,小狗,兔子,B,12.957
vid_1687,1687.mp4,5,视频中的人物主要在做什么？,跑步锻炼,炒菜做饭,对着镜头自拍,伏案写字,C,12.957
vid_1688,1688.mp4,6,视频展示的主要场景是什么场所？,沙滩海边,建筑工地,商场超市,普通教室,B,12.957
vid_1689,1689.mp4,13,画面下方的卡通人物正在做什么？,做饭,驾驶小汽车,骑自行车,游泳,B,12.979
vid_1690,1690.mp4,7,视频中的人物主要在做什么？,跑步锻炼身体,烹饪制作食物,表演舞蹈动作,对着镜头说话,D,12.979
vid_1691,1691.mp4,12,视频主要展示的物品是什么？,手镯,钻戒,项链,耳环,B,12.979
vid_1692,1692.mp4,11,视频里的女士主要在做什么？,自拍记录周边,做饭炒菜,跳舞表演,修理机器,A,12.98
vid_1693,1693.mp4,14,视频里的人物主要在做什么？,做饭炒菜,睡觉休息,操作生产设备做工,唱歌跳舞,C,12.98
vid_1694,1694.mp4,9,视频中的人物主要在做什么？,做饭,下棋,跳舞,画画,C,12.98
vid_1695,1695.mp4,15,视频中的人物主要在做什么？,整理摆放婚庆床品,跑步健身,炒菜做饭,批改作业,A,13.0
vid_1696,1696.mp4,17,视频中的人物主要在做什么？,做饭,跳舞,画画,打球,B,13.002
vid_1697,1697.mp4,2,视频中的人物主要在做什么？,面向镜头说话,驾驶汽车,跳健身舞,烹饪炒菜,A,13.002
vid_1698,1698.mp4,4,舞台上的人员主要在进行什么活动？,唱歌表演,烹饪展示,武术表演,书法创作,C,13.004
vid_1699,1699.mp4,3,视频里的小朋友主要在做什么？,坐着面向镜头,厨房炒菜做饭,跑步锻炼身体,泳池游泳玩水,A,13.004
vid_1700,1700.mp4,16,视频中人物主要在做什么？,跑步锻炼,展示穿搭造型,打扫房间,吃饭聚餐,B,13.025
vid_1701,1701.mp4,5,视频主要展示的操作是？,给人像修图做特效,驾驶汽车,清洗衣物,种植花草,A,13.025
vid_1702,1702.mp4,1,视频中人们主要在开展什么活动？,体育锻炼,集体庆生,召开会议,课堂教学,B,13.025
vid_1703,1703.mp4,8,视频主要展示什么物品？,白色短袖,棕色皮鞋,蓝色帽子,黑色长裤,D,13.025
vid_1704,1704.mp4,13,视频中的男子主要在做什么？,跳舞,睡觉,看书,做饭,A,13.025
vid_1705,1705.mp4,7,视频中大量出现的食物是？,翠绿色青菜,黑紫色干果,纯白色鲜奶,鲜红色苹果,B,13.025
vid_1706,1706.mp4,8,视频中男性反复佩戴的物品是？,墨镜,围巾,口罩,手套,A,13.027
vid_1707,1707.mp4,2,视频的主要场景是哪里？,火车站台,轮船码头,长途汽车站,机场停机坪,D,13.027
vid_1708,1708.mp4,3,视频主要展示什么居家物品？,牙刷,拖鞋,毛巾,马桶垫,D,13.027
vid_1709,1709.mp4,6,视频拍摄的主要场景是哪里？,厨房内,汽车内,卧室内,教室内,B,13.027
vid_1710,1710.mp4,10,视频中的女性主要在做什么？,跳舞,做饭,看书,写字,A,13.027
vid_1711,1711.mp4,12,视频中的人物主要在做什么？,做饭,画画,打球,唱歌,D,13.027
vid_1712,1712.mp4,15,视频里路边主要停着什么车队？,工程施工车队,迎亲婚车队,医疗救护车队,货物运输车队,B,13.027
vid_1713,1713.mp4,14,视频主要展示的物品是什么？,带花瓷瓶,线装书本,玉手镯,黑紫砂壶,C,13.049
vid_1714,1714.mp4,4,视频主要展示什么操作？,拆解插座面板,安装孔洞装饰盖,焊接金属管道,擦拭墙面瓷砖,B,13.049
vid_1715,1715.mp4,17,视频中的男子主要在做什么？,清洗衣物,修理汽车,对着镜头自拍,采摘水果,C,13.049
vid_1716,1716.mp4,11,视频拍摄的主要场景是哪里？,温室种植大棚,高山滑雪场,办公写字楼,海边沙滩,A,13.049
vid_1717,1717.mp4,9,视频里的老人主要在做什么？,往汽车后备箱放物品,坐在椅子上织毛衣,用扫帚清扫地面,给菜园蔬菜浇水,A,13.049
vid_1718,1718.mp4,10,视频主要展示的内容是？,相声表演,新人婚纱照,野外探险,工厂生产,B,13.05
vid_1719,1719.mp4,17,视频的主要场景是哪里？,厨房,卧室,果园,教室,A,13.05
vid_1720,1720.mp4,1,视频里的年轻男女主要在做什么？,做饭炒菜,互动打闹,唱歌跳舞,跑步锻炼,B,13.05
vid_1721,1721.mp4,4,视频里的人物主要在做什么？,厨房烹饪做饭,户外游玩拍照,室内办公工作,教室上课学习,B,13.05
vid_1722,1722.mp4,5,视频中人物主要在做什么？,清除贴纸,粘贴纸张,喷涂油漆,书写文字,A,13.05
vid_1723,1723.mp4,16,视频主要展示的场景是哪里？,热闹的城市商圈,炎热的沙漠腹地,覆霜的雾中郊野,封闭的办公场所,C,13.05
vid_1724,1724.mp4,12,视频中的男子主要在做什么？,做俯卧撑健身,跳绳,阅读书籍,弹奏乐器,A,13.05
vid_1725,1725.mp4,6,视频的主要拍摄场景是哪里？,厨房,理发店,卧室,教室,B,13.05
vid_1726,1726.mp4,7,视频中的男子主要在做什么？,骑自行车,骑电动自行车,驾驶小轿车,徒步行走,B,13.05
vid_1727,1727.mp4,13,视频中的人物主要在做什么？,烹饪食物,弹奏乐器,擦拭桌子,书写记录,C,13.05
vid_1728,1728.mp4,3,视频主要展示什么物体？,香蕉,苹果,荔枝,葡萄,C,13.072
vid_1729,1729.mp4,8,视频中核心展示的交通工具是？,三轮车,小汽车,摩托车,自行车,C,13.072
vid_1730,1730.mp4,14,视频中人物主要在做什么？,厨房做饭,教室写字,户外边走边自拍,操场打球,C,13.073
vid_1731,1731.mp4,9,视频中的人群主要在做什么？,打羽毛球,挥舞小国旗,跳广场舞,集体用餐,B,13.073
vid_1732,1732.mp4,11,视频中的人物主要在做什么？,泳池游泳玩耍,跳舞锻炼身体,聚餐碰杯喝酒,伏案写字学习,C,13.073
vid_1733,1733.mp4,2,视频中的人物主要在做什么？,跳舞,画画,做饭,打球,A,13.094
vid_1734,1734.mp4,7,视频中的特战队员主要在做什么？,写字画画,炒菜做饭,唱歌跳舞,射击开瓶盖,D,13.095
vid_1735,1735.mp4,1,视频中的人物主要在做什么？,在操场跑步,在厨房炒菜,在教室写作业,对着镜头自拍,D,13.095
vid_1736,1736.mp4,15,视频中的人物主要在做什么？,烹饪炒菜,对着镜头做手势动作,户外跑步,伏案写字,B,13.095
vid_1737,1737.mp4,13,视频展示的主要室外场景是哪里？,大型超市,加油站,学校校园,住宅小区,B,13.095
vid_1738,1738.mp4,5,视频里的两个小女孩主要在做什么？,跳舞,跑步,跳绳,打球,A,13.095
vid_1739,1739.mp4,10,视频中的女子主要在做什么？,荡秋千,炒菜,写字,打排球,A,13.095
vid_1740,1740.mp4,15,视频主要展示的是什么场景？,雪山登山场景,城市江景夜景,白天草原风光,室内商场场景,B,13.097
vid_1741,1741.mp4,12,视频中的人物主要在做什么？,做饭,跳舞,跑步,自拍,D,13.097
vid_1742,1742.mp4,16,视频中的人物主要在做什么？,画画,做饭,打球,跳舞,D,13.097
vid_1743,1743.mp4,8,视频中的人物主要在做什么？,做饭,打球,写字,跳舞,D,13.097
vid_1744,1744.mp4,11,视频中的主要人物在做什么？,户外自拍,教室上课,球场打球,厨房做饭,A,13.097
vid_1745,1745.mp4,9,视频主要展示的食物是什么？,烤串,酱卤牛大骨,清蒸鱼,炒青菜,B,13.097
vid_1746,1746.mp4,6,视频中的两人主要在做什么？,打篮球赛,跳广场舞,骑乘电动车,烹饪做饭,C,13.097
vid_1747,1747.mp4,2,视频中人物主要在做什么？,弹奏乐器,帮人理发,摘拣渔网上的鱼,田间插秧,C,13.097
vid_1748,1748.mp4,14,视频主要展示的内容是什么？,美食制作过程,带节日特效的双人合影,野生动物画面,足球比赛现场,B,13.1
vid_1749,1749.mp4,4,视频里的男士主要在做什么？,做饭备餐,修理家电,唱歌跳舞,打扫卫生,A,13.118
vid_1750,1750.mp4,3,视频中的女子主要在做什么？,骑马,挤牛奶,跳舞,洗衣服,B,13.118
vid_1751,1751.mp4,6,视频主要展示什么内容？,美味餐食,一对男女的合影,成群的宠物,城市街景,B,13.12
vid_1752,1752.mp4,12,视频里的女士主要在做什么？,操场跑步锻炼,坐着阅读书籍,户外自拍行走,厨房烹饪做菜,C,13.12
vid_1753,1753.mp4,17,视频中前景的女士主要在做什么？,做饭,跳舞,看书,扫地,B,13.12
vid_1754,1754.mp4,13,视频主要展示的活动是？,田间劳作,烹饪美食,登台演唱,押解相关人员,D,13.129
vid_1755,1755.mp4,1,视频中的人物主要在做什么？,擦桌子,化眼妆,洗头发,吃面条,B,13.14
vid_1756,1756.mp4,5,视频主要展示的物品是什么？,文具纸笔,黄金首饰,生鲜蔬果,毛绒玩偶,B,13.142
vid_1757,1757.mp4,16,视频中的乘客主要在做什么？,排队购物,排队候车,排队就餐,排队登机,D,13.143
vid_1758,1758.mp4,7,视频中的机器主要在做什么？,刺绣花纹,切割钢板,搅拌水泥,打印照片,A,13.143
vid_1759,1759.mp4,10,视频中的人物主要在做什么？,操场跑步锻炼,厨房生火做饭,教室读书写字,溪边捧水洗脸,D,13.143
vid_1760,1760.mp4,8,视频主要展示的物品是什么？,装饰贴纸,DIY手机壳,无线耳机,毛绒公仔,B,13.165
vid_1761,1761.mp4,11,视频中大量出现的事物是？,汽车,轮船,火车,飞机,A,13.165
vid_1762,1762.mp4,15,视频主要展示的物品是什么？,钢筋,电缆,水管,木材,B,13.165
vid_1763,1763.mp4,2,视频中人物主要在做什么？,翻炒蔬菜,擦拭桌面,切分展示肉块,缝制衣服,C,13.165
vid_1764,1764.mp4,14,视频里的小朋友主要在做什么？,开车,爬树,游泳,站在镜头前,D,13.166
vid_1765,1765.mp4,3,视频中展现的人物主要活动是什么？,参加马拉松,舞台演话剧,车间做生产,围坐打麻将,D,13.166
vid_1766,1766.mp4,1,视频开头人物抱着的小动物是什么？,小狗,兔子,松鼠,小猫,D,13.188
vid_1767,1767.mp4,12,视频中人物主要在做什么？,展示摩托车,炒菜做饭,打篮球,上课,A,13.188
vid_1768,1768.mp4,9,视频中的人物主要在做什么？,跑步锻炼,给孩子洗澡,烹饪做饭,写字画画,B,13.188
vid_1769,1769.mp4,7,视频中人们聚在一起主要在做什么？,体育锻炼,碰杯聚餐,田间劳作,课堂学习,B,13.188
